team_id,sprint_id,planned_story_points,total_tasks,actual_sprint_cost,baseline_predicted_sprint_cost,residual,baseline_absolute_error,baseline_absolute_percentage_error,sprint_size_band,small_vs_large,segmented_predicted_sprint_cost,segmented_absolute_error,segmented_absolute_percentage_error,absolute_error_improvement,absolute_percentage_error_improvement,segmented_beats_baseline
T15,S1113,33.0,2,4433.0,6877.881542831085,-2444.8815428310854,2444.8815428310854,55.15185072932744,large,large,6727.755904800882,2294.7559048008816,51.76530351456985,150.12563803020385,3.3865472147575915,True
T15,S1115,192.0,10,23652.1,14179.557976912418,9472.54202308758,9472.54202308758,40.0494756198713,large,large,26031.137077220457,2379.0370772204587,10.058460251818904,7093.504945867122,29.9910153680524,True
T15,S1116,18.0,8,16386.3,6471.930417474912,9914.369582525087,9914.369582525087,60.504016053197404,medium,large,7518.024432993111,8868.275567006887,54.12006106934994,1046.0940155181997,6.383954983847467,True
T15,S1117,29.0,12,15435.3,8374.596125668832,7060.703874331168,7060.703874331168,45.74387199685894,large,large,8847.168086192267,6588.131913807732,42.682240797443086,472.57196052343534,3.0616311994158565,True
T15,S1120,5.0,2,127600.0,3899.85051050068,123700.14948949932,123700.14948949932,96.94369082249163,medium,small,3722.183877093198,123877.8161229068,97.08292799600848,-177.66663340748346,-0.13923717351684672,False
T15,S1121,21.0,16,31949.6,8918.20652033156,23031.39347966844,23031.39347966844,72.08664108367067,medium,large,9455.846546168765,22493.753453831232,70.40386563159237,537.6400258372087,1.6827754520783031,True
T15,S1122,11.0,3,4990.6,24961.94176175987,-19971.341761759868,19971.341761759868,400.1791720787053,medium,small,24388.964205320437,19398.36420532044,388.6980364148687,572.9775564394295,11.481135663836596,True
T15,S1123,16.0,10,233721.0,6541.633127564323,227179.36687243567,227179.36687243567,97.20109312917353,medium,large,7451.736330237342,226269.26366976264,96.81169585521312,910.1032026730245,0.38939727396041235,True
T16,S1159,2.0,5,3965.2,4923.631417030718,-958.431417030718,958.431417030718,24.171073767545597,small,small,4128.471195309321,163.27119530932123,4.117603029086079,795.1602217213967,20.053470738459517,True
T16,S1160,3.0,5,4006.5,4750.101692023056,-743.6016920230559,743.6016920230559,18.559882491527667,small,small,3968.8743259185308,37.62567408146924,0.9391157888798013,705.9760179415866,17.620766702647867,True
T16,S1161,5.0,4,7599.5,4071.589398900124,3527.910601099876,3527.910601099876,46.422930470424056,medium,small,3911.2844117612913,3688.2155882387087,48.532345394285265,-160.30498713883253,-2.109414923861209,False
T16,S1162,4.0,3,11470.8,2622.155004416831,8848.644995583169,8848.644995583169,77.14060916050467,small,small,2771.2226760243907,8699.577323975609,75.84106883543963,149.06767160755953,1.2995403250650384,True
T16,S1163,0.0,1,655.8,765.252897181631,-109.4528971816311,109.4528971816311,16.689981271977906,small,small,717.7655129200899,61.965512920089964,9.4488430802211,47.48738426154114,7.241138191756807,True
T16,S1164,0.0,4,31092.2,3101.036552304357,27991.163447695642,27991.163447695642,90.02631993778388,small,small,2983.2495914003766,28108.950408599623,90.40515115881031,-117.7869609039808,-0.37883122102643085,False
T16,S1165,9.0,6,4550.9,4690.585739063907,-139.68573906390702,139.68573906390702,3.069409107295415,medium,small,4287.495095812472,263.4049041875278,5.787973899394137,-123.71916512362077,-2.718564792098722,False
T16,S1166,11.0,4,67233.5,5164.190807811186,62069.30919218881,62069.30919218881,92.31902130959836,medium,small,4848.025959355987,62385.47404064401,92.78927029032255,-316.1648484551988,-0.4702489807241932,False
T17,S1248,1.0,1,990.8,1574.9888561791442,-584.1888561791443,584.1888561791443,58.96132985255797,small,small,1644.6291428067038,653.8291428067039,65.9900224875559,-69.64028662755959,-7.028692634997938,False
T17,S1254,4.0,2,1331.6,2707.6146837993965,-1376.0146837993966,1376.0146837993966,103.33543735351431,small,small,2653.1695449765575,1321.5695449765576,99.24673663086195,54.445138822839,4.088700722652362,True
T17,S1259,4.5,4,3419.3,7140.757114133041,-3721.4571141330407,3721.4571141330407,108.83681204144241,medium,small,6475.925626481006,3056.6256264810054,89.39331519553726,664.8314876520353,19.44349684590516,True
T17,S1260,3.0,1,2098.5,747.036856650856,1351.463143349144,1351.463143349144,64.4013887705096,small,small,756.3560631858777,1342.1439368141223,63.957299824356554,9.319206535021749,0.4440889461530446,True
T17,S1261,1.5,3,1508.4,4884.866451056686,-3376.466451056686,3376.466451056686,223.8442356839489,small,small,5525.7976896402315,4017.3976896402314,266.3350364386258,-640.9312385835456,-42.49080075467691,False
T17,S1262,0.0,1,6101.2,648.9464669032416,5452.2535330967585,5452.2535330967585,89.36362573095062,small,small,664.5402673177883,5436.659732682211,89.10803993775342,15.593800414547331,0.25558579319719854,True
T17,S1263,1.0,2,1331.6,1356.3983818937427,-24.79838189374277,24.79838189374277,1.862299631551725,small,small,1316.7875290398847,14.812470960115206,1.1123814178518479,9.985910933627565,0.7499182136998772,True
T17,S1267,14.5,6,17886.6,5362.300854567421,12524.299145432578,12524.299145432578,70.02056928333266,medium,large,6664.265161020457,11222.334838979543,62.74157659353675,1301.9643064530355,7.278992689795913,True
T17,S1269,14.5,7,7761.1,24983.088965305695,-17221.988965305696,17221.988965305696,221.90139239676972,medium,large,18897.605424554415,11136.505424554414,143.49132757668906,6085.483540751282,78.41006482008066,True
T17,S1271,3.0,1,1371.8,743.1895561086932,628.6104438913068,628.6104438913068,45.82376759668369,small,small,759.2862436986427,612.5137563013573,44.6503685888145,16.09668758994951,1.173399007869186,True
T17,S1272,1.0,1,174917.0,1304.6920226731233,173612.30797732688,173612.30797732688,99.254107935379,small,small,1411.2178313846255,173505.78216861538,99.1932071603191,106.52580871150712,0.060900775059892,True
T19,S1321,0.0,10,12462.5,14824.884072153183,-2362.3840721531833,2362.3840721531833,18.95594039842073,small,small,14224.499204459602,1761.999204459602,14.138408862263606,600.3848676935813,4.817531536157123,True
T19,S1330,23.0,47,14731.0,21595.954113089338,-6864.954113089338,6864.954113089338,46.60209159656057,medium,large,22210.491610517085,7479.491610517085,50.773821264795906,-614.5374974277474,-4.171729668235336,False
