team_id,sprint_id,planned_story_points,total_tasks,actual_sprint_cost,initial_predicted_sprint_cost,residual,initial_absolute_error,initial_absolute_percentage_error,sprint_size_band,small_vs_large,mid_predicted_sprint_cost,mid_absolute_error,mid_absolute_percentage_error,mid_absolute_error_improvement,mid_percentage_error_improvement,mid_beats_initial
T21,S1934,0.0,2,1000.0,2734.910979589464,-1734.9109795894642,1734.9109795894642,173.49109795894643,small,small,2604.9729668813743,1604.9729668813743,160.49729668813742,129.9380127080899,12.993801270809001,True
T21,S1945,0.0,1,500.0,623.4903433177857,-123.49034331778569,123.49034331778569,24.698068663557137,small,small,613.3596874051241,113.35968740512408,22.671937481024816,10.13065591266161,2.026131182532321,True
T21,S1946,0.0,1,500.0,623.4903433177857,-123.49034331778569,123.49034331778569,24.698068663557137,small,small,613.3596874051241,113.35968740512408,22.671937481024816,10.13065591266161,2.026131182532321,True
T21,S1947,0.0,2,500.0,1394.833940963778,-894.8339409637781,894.8339409637781,178.96678819275562,small,small,1403.3648737522176,903.3648737522176,180.67297475044353,-8.530932788439486,-1.7061865576879143,False
T21,S1948,0.0,1,500.0,623.4903433177857,-123.49034331778569,123.49034331778569,24.698068663557137,small,small,613.3596874051241,113.35968740512408,22.671937481024816,10.13065591266161,2.026131182532321,True
T22,S2391,1.0,1,646.4,1248.7198343096957,-602.3198343096957,602.3198343096957,93.18066743652471,small,small,1227.8045853733574,581.4045853733575,89.94501630157139,20.91524893633823,3.2356511349533292,True
T22,S2393,8.0,3,11147.5,14460.881024526869,-3313.3810245268687,3313.3810245268687,29.72308611371939,medium,small,13208.188377696139,2060.6883776961386,18.48565487953477,1252.6926468307302,11.23743123418462,True
T22,S2394,0.0,1,797.9,1055.0582192105899,-257.1582192105899,257.1582192105899,32.22937952257048,small,small,1013.1530165207938,215.25301652079384,26.977442852587274,41.905202689796056,5.251936669983209,True
T22,S2395,11.0,6,10750.5,11722.40068064204,-971.9006806420402,971.9006806420402,9.040516074992237,medium,small,10612.792073451435,137.7079265485645,1.2809443890848287,834.1927540934757,7.759571685907408,True
T22,S2399,0.0,2,2433.0,6082.993258170544,-3649.9932581705443,3649.9932581705443,150.02027366093483,small,small,5176.652344868642,2743.652344868642,112.76828380060182,906.3409133019022,37.25198986033301,True
T3,S240,14.0,26,15354.0,22070.796460888956,-6716.796460888956,6716.796460888956,43.746231997453144,medium,large,20886.400940736825,5532.400940736825,36.032310412510256,1184.3955201521312,7.713921584942888,True
